Unnamed: 0,Product,Type,Release Date,Process Size (nm),TDP (W),Die Size (mm^2),Transistors (million),Freq (MHz),Foundry,Vendor,FP16 GFLOPS,FP32 GFLOPS,FP64 GFLOPS,TDP CATEGORY,year,'Transistor Density (million per mm^2)',FP16 GFLOPS per W,FP32 GFLOPS per W,FP64 GFLOPS per W
1039,Intel Core i7-2960XM,CPU,2011-09-04,32.0,55.0,216.0,1160.0,2700.0,Intel,Intel,0.0,0.0,0.0,medium <100,2011.0,5.37037037037037,0.0,0.0,0.0
1040,Intel Core 2 Duo E8500,CPU,2008-01-01,45.0,65.0,107.0,410.0,3166.0,Intel,Intel,0.0,0.0,0.0,medium <100,2008.0,3.8317757009345796,0.0,0.0,0.0
1041,AMD Sempron X2 2100,CPU,2008-03-01,65.0,65.0,118.0,221.0,1800.0,Unknown,AMD,0.0,0.0,0.0,medium <100,2008.0,1.8728813559322033,0.0,0.0,0.0
1042,AMD FX-4350,CPU,2013-04-29,32.0,125.0,315.0,1200.0,4200.0,Unknown,AMD,0.0,0.0,0.0,high <200,2013.0,3.8095238095238093,0.0,0.0,0.0
1043,Intel Core i7-11700KF,CPU,2021-03-16,14.0,125.0,148.0,624.0,3600.0,Intel,Intel,0.0,0.0,0.0,high <200,2021.0,4.216216216216216,0.0,0.0,0.0
1044,Intel Core i5-3210M,CPU,2012-06-01,22.0,35.0,118.0,624.0,2500.0,Intel,Intel,0.0,0.0,0.0,medium <100,2012.0,5.288135593220339,0.0,0.0,0.0
1045,AMD Ryzen 5 3600XT,CPU,2019-07-07,7.0,95.0,74.0,3800.0,3800.0,TSMC,AMD,0.0,0.0,0.0,medium <100,2019.0,51.351351351351354,0.0,0.0,0.0
1046,Intel Pentium Dual-Core E2140,CPU,2007-06-03,65.0,65.0,77.0,105.0,1600.0,Intel,Intel,0.0,0.0,0.0,medium <100,2007.0,1.3636363636363635,0.0,0.0,0.0
1047,AMD EPYC 7261,CPU,2018-06-14,14.0,170.0,213.0,4800.0,2500.0,GF,AMD,0.0,0.0,0.0,high <200,2018.0,22.535211267605632,0.0,0.0,0.0
1048,AMD Athlon XP-M 2500+,CPU,2001-01-01,130.0,45.0,101.0,63.0,1862.0,Unknown,AMD,0.0,0.0,0.0,medium <100,2001.0,0.6237623762376238,0.0,0.0,0.0
1049,AMD A6-5200,CPU,2013-05-23,32.0,25.0,246.0,1178.0,2000.0,Unknown,AMD,0.0,0.0,0.0,low<30,2013.0,4.788617886178862,0.0,0.0,0.0
1050,Intel Core i5-8305G,CPU,2018-02-01,14.0,65.0,148.0,624.0,2800.0,Intel,Intel,0.0,0.0,0.0,medium <100,2018.0,4.216216216216216,0.0,0.0,0.0
1051,AMD A6-3670K,CPU,2011-12-20,32.0,100.0,228.0,1178.0,2700.0,Unknown,AMD,0.0,0.0,0.0,medium <100,2011.0,5.166666666666667,0.0,0.0,0.0
1052,AMD A9-9425 SoC,CPU,2016-05-31,28.0,15.0,124.0,1200.0,3100.0,Unknown,AMD,0.0,0.0,0.0,low<30,2016.0,9.67741935483871,0.0,0.0,0.0
1053,Intel Xeon 5130,CPU,2006-06-26,65.0,65.0,148.0,624.0,2000.0,Intel,Intel,0.0,0.0,0.0,medium <100,2006.0,4.216216216216216,0.0,0.0,0.0
1054,Intel Core i7-4770HQ,CPU,2014-07-01,22.0,47.0,264.0,1400.0,2200.0,Intel,Intel,0.0,0.0,0.0,medium <100,2014.0,5.303030303030303,0.0,0.0,0.0
1055,Intel Atom CE4130,CPU,2009-09-24,45.0,7.0,26.0,47.0,1200.0,Intel,Intel,0.0,0.0,0.0,low<30,2009.0,1.8076923076923077,0.0,0.0,0.0
1056,AMD Athlon 850,CPU,2000-06-05,180.0,47.0,120.0,37.0,850.0,Unknown,AMD,0.0,0.0,0.0,medium <100,2000.0,0.30833333333333335,0.0,0.0,0.0
1057,AMD A12-9800,CPU,2017-07-27,28.0,65.0,246.0,1178.0,3800.0,Unknown,AMD,0.0,0.0,0.0,medium <100,2017.0,4.788617886178862,0.0,0.0,0.0
1058,Intel Xeon Gold 5320,CPU,2021-04-06,10.0,185.0,148.0,624.0,2200.0,Intel,Intel,0.0,0.0,0.0,high <200,2021.0,4.216216216216216,0.0,0.0,0.0
1059,AMD Ryzen 3 2300U,CPU,2018-01-08,14.0,15.0,246.0,624.0,2000.0,GF,AMD,0.0,0.0,0.0,low<30,2018.0,2.5365853658536586,0.0,0.0,0.0
1060,AMD FX-4150,CPU,2012-10-23,32.0,95.0,315.0,1200.0,3800.0,Unknown,AMD,0.0,0.0,0.0,medium <100,2012.0,3.8095238095238093,0.0,0.0,0.0
1061,AMD A4-4355M,CPU,2012-09-27,32.0,17.0,246.0,1303.0,1900.0,Unknown,AMD,0.0,0.0,0.0,low<30,2012.0,5.296747967479675,0.0,0.0,0.0
1062,AMD Ryzen 3 4300G,CPU,2020-07-21,7.0,65.0,148.0,624.0,3800.0,TSMC,AMD,0.0,0.0,0.0,medium <100,2020.0,4.216216216216216,0.0,0.0,0.0
1063,Intel Core i5-3320M,CPU,2012-06-01,22.0,35.0,118.0,624.0,2600.0,Intel,Intel,0.0,0.0,0.0,medium <100,2012.0,5.288135593220339,0.0,0.0,0.0
1064,Intel Core i7-940,CPU,2008-11-17,45.0,130.0,263.0,731.0,2933.0,Intel,Intel,0.0,0.0,0.0,high <200,2008.0,2.779467680608365,0.0,0.0,0.0
1065,AMD A4-5300,CPU,2012-10-02,32.0,65.0,246.0,1178.0,3400.0,Unknown,AMD,0.0,0.0,0.0,medium <100,2012.0,4.788617886178862,0.0,0.0,0.0
1066,AMD A9-9400 SoC,CPU,2016-05-31,28.0,10.0,124.0,1200.0,2400.0,Unknown,AMD,0.0,0.0,0.0,low<30,2016.0,9.67741935483871,0.0,0.0,0.0
1067,AMD Ryzen 7 4700G,CPU,2020-07-21,7.0,65.0,148.0,624.0,3600.0,TSMC,AMD,0.0,0.0,0.0,medium <100,2020.0,4.216216216216216,0.0,0.0,0.0
1068,AMD Sempron 3000+,CPU,2004-09-17,130.0,62.0,101.0,63.0,2000.0,Unknown,AMD,0.0,0.0,0.0,medium <100,2004.0,0.6237623762376238,0.0,0.0,0.0
1069,Intel Core i7-3667U,CPU,2012-06-03,22.0,17.0,118.0,624.0,2000.0,Intel,Intel,0.0,0.0,0.0,low<30,2012.0,5.288135593220339,0.0,0.0,0.0
1070,Intel Core i5-5675C,CPU,2015-05-15,14.0,65.0,148.0,624.0,3100.0,Intel,Intel,0.0,0.0,0.0,medium <100,2015.0,4.216216216216216,0.0,0.0,0.0
1071,Intel Pentium Dual-Core E2210,CPU,2009-06-01,45.0,65.0,82.0,228.0,2200.0,Intel,Intel,0.0,0.0,0.0,medium <100,2009.0,2.7804878048780486,0.0,0.0,0.0
1072,Intel Core i9-7980XE,CPU,2017-09-01,14.0,165.0,148.0,624.0,2600.0,Intel,Intel,0.0,0.0,0.0,high <200,2017.0,4.216216216216216,0.0,0.0,0.0
1073,Intel Xeon Platinum 8276,CPU,2018-12-11,14.0,165.0,148.0,8000.0,2200.0,Intel,Intel,0.0,0.0,0.0,high <200,2018.0,54.054054054054056,0.0,0.0,0.0
1074,Intel Core 2 Duo T7100,CPU,2007-05-27,65.0,35.0,111.0,293.0,1800.0,Intel,Intel,0.0,0.0,0.0,medium <100,2007.0,2.6396396396396398,0.0,0.0,0.0
1075,AMD EPYC 7413,CPU,2021-03-15,7.0,180.0,148.0,624.0,2650.0,TSMC,AMD,0.0,0.0,0.0,high <200,2021.0,4.216216216216216,0.0,0.0,0.0
1076,AMD Opteron 6348,CPU,2012-11-05,32.0,115.0,315.0,2400.0,2800.0,Unknown,AMD,0.0,0.0,0.0,high <200,2012.0,7.619047619047619,0.0,0.0,0.0
1077,AMD Opteron X2 870,CPU,2005-09-26,90.0,95.0,148.0,233.0,2000.0,Unknown,AMD,0.0,0.0,0.0,medium <100,2005.0,1.5743243243243243,0.0,0.0,0.0
1078,Intel Xeon MP 7020 Dual-Core,CPU,2005-12-01,90.0,135.0,213.0,200.0,2667.0,Intel,Intel,0.0,0.0,0.0,high <200,2005.0,0.9389671361502347,0.0,0.0,0.0
1079,Intel Core i3-3240,CPU,2012-09-03,22.0,55.0,94.0,624.0,3400.0,Intel,Intel,0.0,0.0,0.0,medium <100,2012.0,6.638297872340425,0.0,0.0,0.0
1080,AMD Sempron 3200+,CPU,2005-10-01,90.0,62.0,84.0,63.0,1800.0,Unknown,AMD,0.0,0.0,0.0,medium <100,2005.0,0.75,0.0,0.0,0.0
1081,Intel Atom N550,CPU,2010-08-23,45.0,9.0,87.0,176.0,1500.0,Intel,Intel,0.0,0.0,0.0,low<30,2010.0,2.0229885057471266,0.0,0.0,0.0
1082,AMD A10-4600M,CPU,2012-05-15,32.0,35.0,246.0,1178.0,2300.0,Unknown,AMD,0.0,0.0,0.0,medium <100,2012.0,4.788617886178862,0.0,0.0,0.0
1083,Intel Core i5-2435M,CPU,2011-09-01,32.0,35.0,149.0,624.0,2400.0,Intel,Intel,0.0,0.0,0.0,medium <100,2011.0,4.1879194630872485,0.0,0.0,0.0
1084,Intel Xeon E5-2667 v2,CPU,2013-09-01,22.0,130.0,160.0,1400.0,3300.0,Intel,Intel,0.0,0.0,0.0,high <200,2013.0,8.75,0.0,0.0,0.0
1085,Intel Core 2 Quad Q8400S,CPU,2009-04-19,45.0,65.0,82.0,456.0,2666.0,Intel,Intel,0.0,0.0,0.0,medium <100,2009.0,5.560975609756097,0.0,0.0,0.0
1086,Intel Pentium D 915,CPU,2006-07-23,65.0,95.0,140.0,376.0,2800.0,Intel,Intel,0.0,0.0,0.0,medium <100,2006.0,2.6857142857142855,0.0,0.0,0.0
1087,Intel Core 2 Duo T5500,CPU,2006-07-27,65.0,35.0,143.0,624.0,1667.0,Intel,Intel,0.0,0.0,0.0,medium <100,2006.0,4.363636363636363,0.0,0.0,0.0
1088,AMD Phenom X4 9750B,CPU,2008-08-15,65.0,95.0,285.0,450.0,2400.0,Unknown,AMD,0.0,0.0,0.0,medium <100,2008.0,1.5789473684210527,0.0,0.0,0.0
1089,AMD Phenom II X4 B95,CPU,2009-10-01,45.0,95.0,258.0,758.0,3000.0,Unknown,AMD,0.0,0.0,0.0,medium <100,2009.0,2.937984496124031,0.0,0.0,0.0
1090,AMD E-300,CPU,2011-08-22,40.0,18.0,75.0,624.0,1300.0,Unknown,AMD,0.0,0.0,0.0,low<30,2011.0,8.32,0.0,0.0,0.0
1091,Intel Xeon E3-1220 v2,CPU,2012-05-14,22.0,69.0,160.0,1400.0,3100.0,Intel,Intel,0.0,0.0,0.0,medium <100,2012.0,8.75,0.0,0.0,0.0
1092,Intel Pentium 4 HT 517,CPU,2001-01-01,90.0,84.0,109.0,125.0,2933.0,Intel,Intel,0.0,0.0,0.0,medium <100,2001.0,1.146788990825688,0.0,0.0,0.0
1093,Intel Xeon E5-2697 v2,CPU,2013-09-01,22.0,130.0,160.0,1400.0,2700.0,Intel,Intel,0.0,0.0,0.0,high <200,2013.0,8.75,0.0,0.0,0.0
1094,Intel Xeon 7120N,CPU,2006-08-27,65.0,95.0,435.0,1328.0,3000.0,Intel,Intel,0.0,0.0,0.0,medium <100,2006.0,3.052873563218391,0.0,0.0,0.0
1095,Intel Core i3-10320,CPU,2020-04-30,14.0,91.0,148.0,624.0,3800.0,Intel,Intel,0.0,0.0,0.0,medium <100,2020.0,4.216216216216216,0.0,0.0,0.0
1096,Intel Core Duo LV L2300,CPU,2006-01-05,65.0,15.0,90.0,151.0,1500.0,Intel,Intel,0.0,0.0,0.0,low<30,2006.0,1.6777777777777778,0.0,0.0,0.0
1097,Intel Core i5-750,CPU,2009-09-08,45.0,95.0,296.0,774.0,2666.0,Intel,Intel,0.0,0.0,0.0,medium <100,2009.0,2.614864864864865,0.0,0.0,0.0
1098,Intel Core i3-10350K,CPU,2020-04-30,14.0,91.0,148.0,624.0,4100.0,Intel,Intel,0.0,0.0,0.0,medium <100,2020.0,4.216216216216216,0.0,0.0,0.0
1099,Intel Pentium G3450T,CPU,2014-07-21,22.0,35.0,177.0,1400.0,2900.0,Intel,Intel,0.0,0.0,0.0,medium <100,2014.0,7.909604519774011,0.0,0.0,0.0
1100,AMD Athlon XP 1600+,CPU,2001-01-01,130.0,49.0,80.0,37.0,1400.0,Unknown,AMD,0.0,0.0,0.0,medium <100,2001.0,0.4625,0.0,0.0,0.0
1101,Intel Core i5-8400,CPU,2017-10-05,14.0,65.0,148.0,624.0,2800.0,Intel,Intel,0.0,0.0,0.0,medium <100,2017.0,4.216216216216216,0.0,0.0,0.0
1102,AMD Athlon X2 QL-62,CPU,2008-09-01,65.0,25.0,148.0,624.0,2000.0,Unknown,AMD,0.0,0.0,0.0,low<30,2008.0,4.216216216216216,0.0,0.0,0.0
1103,AMD Ryzen 3 PRO 3300U,CPU,2019-04-08,12.0,15.0,210.0,4940.0,2100.0,GF,AMD,0.0,0.0,0.0,low<30,2019.0,23.523809523809526,0.0,0.0,0.0
1104,AMD Ryzen 3 PRO 4350G,CPU,2020-07-21,7.0,65.0,148.0,624.0,3800.0,TSMC,AMD,0.0,0.0,0.0,medium <100,2020.0,4.216216216216216,0.0,0.0,0.0
1105,AMD Athlon 64 3400+,CPU,2004-04-27,130.0,89.0,144.0,105.0,2400.0,Unknown,AMD,0.0,0.0,0.0,medium <100,2004.0,0.7291666666666666,0.0,0.0,0.0
1106,Intel Xeon Phi 7110X,CPU,2012-11-12,22.0,300.0,350.0,5000.0,1250.0,Intel,Intel,0.0,0.0,0.0,,2012.0,14.285714285714286,0.0,0.0,0.0
1107,Intel Atom D410,CPU,2010-01-04,45.0,10.0,66.0,123.0,1667.0,Intel,Intel,0.0,0.0,0.0,low<30,2010.0,1.8636363636363635,0.0,0.0,0.0
1108,Intel Xeon L5520,CPU,2009-03-30,45.0,60.0,263.0,731.0,2266.0,Intel,Intel,0.0,0.0,0.0,medium <100,2009.0,2.779467680608365,0.0,0.0,0.0
1109,Intel Core i5-7600T,CPU,2017-01-03,14.0,35.0,148.0,624.0,2800.0,Intel,Intel,0.0,0.0,0.0,medium <100,2017.0,4.216216216216216,0.0,0.0,0.0
1110,AMD Athlon 64 X2 4200+,CPU,2006-05-23,90.0,89.0,156.0,154.0,2200.0,Unknown,AMD,0.0,0.0,0.0,medium <100,2006.0,0.9871794871794872,0.0,0.0,0.0
1111,Intel Pentium 4 HT EE 3.46,CPU,2004-10-31,130.0,110.0,237.0,178.0,3460.0,Intel,Intel,0.0,0.0,0.0,high <200,2004.0,0.7510548523206751,0.0,0.0,0.0
1112,Intel Core i7-10700F,CPU,2020-04-30,14.0,65.0,148.0,624.0,2900.0,Intel,Intel,0.0,0.0,0.0,medium <100,2020.0,4.216216216216216,0.0,0.0,0.0
1113,Intel Core 2 Duo T7500,CPU,2007-05-27,65.0,35.0,143.0,293.0,2200.0,Intel,Intel,0.0,0.0,0.0,medium <100,2007.0,2.0489510489510487,0.0,0.0,0.0
1114,AMD Athlon X2 QL-60,CPU,2008-06-01,65.0,35.0,148.0,624.0,1900.0,Unknown,AMD,0.0,0.0,0.0,medium <100,2008.0,4.216216216216216,0.0,0.0,0.0
1115,Intel Pentium Gold G6605,CPU,2021-03-16,14.0,65.0,148.0,624.0,4300.0,Intel,Intel,0.0,0.0,0.0,medium <100,2021.0,4.216216216216216,0.0,0.0,0.0
1116,Intel Xeon Gold 6348,CPU,2021-04-06,10.0,235.0,148.0,624.0,2600.0,Intel,Intel,0.0,0.0,0.0,,2021.0,4.216216216216216,0.0,0.0,0.0
1117,Intel Core i7-970,CPU,2010-07-19,32.0,130.0,239.0,1170.0,3200.0,Intel,Intel,0.0,0.0,0.0,high <200,2010.0,4.895397489539749,0.0,0.0,0.0
1118,Intel Celeron B840,CPU,2011-07-01,32.0,35.0,131.0,504.0,1900.0,Intel,Intel,0.0,0.0,0.0,medium <100,2011.0,3.8473282442748094,0.0,0.0,0.0
1119,Intel Core i7-8850H,CPU,2018-04-02,14.0,45.0,149.0,624.0,2700.0,Intel,Intel,0.0,0.0,0.0,medium <100,2018.0,4.1879194630872485,0.0,0.0,0.0
1120,AMD Athlon II X3 405e,CPU,2009-10-20,45.0,45.0,169.0,300.0,2300.0,Unknown,AMD,0.0,0.0,0.0,medium <100,2009.0,1.7751479289940828,0.0,0.0,0.0
1121,Intel Core i3-10110Y,CPU,2019-08-21,14.0,9.0,148.0,624.0,1000.0,Intel,Intel,0.0,0.0,0.0,low<30,2019.0,4.216216216216216,0.0,0.0,0.0
1122,AMD Ryzen 3 3300X,CPU,2020-04-24,7.0,65.0,74.0,3800.0,3800.0,TSMC,AMD,0.0,0.0,0.0,medium <100,2020.0,51.351351351351354,0.0,0.0,0.0
1123,Intel Core i3-2120T,CPU,2011-09-04,32.0,35.0,131.0,504.0,2600.0,Intel,Intel,0.0,0.0,0.0,medium <100,2011.0,3.8473282442748094,0.0,0.0,0.0
1124,AMD Athlon II X2 245e,CPU,2010-05-11,45.0,45.0,117.0,410.0,2900.0,Unknown,AMD,0.0,0.0,0.0,medium <100,2010.0,3.5042735042735043,0.0,0.0,0.0
1125,Intel Pentium 4 519K,CPU,2005-01-01,90.0,84.0,109.0,125.0,3060.0,Intel,Intel,0.0,0.0,0.0,medium <100,2005.0,1.146788990825688,0.0,0.0,0.0
1126,Intel Core 2 Duo E4400,CPU,2007-07-22,65.0,65.0,111.0,167.0,2000.0,Intel,Intel,0.0,0.0,0.0,medium <100,2007.0,1.5045045045045045,0.0,0.0,0.0
1127,AMD Athlon 1400,CPU,2001-06-06,180.0,72.0,120.0,37.0,1400.0,Unknown,AMD,0.0,0.0,0.0,medium <100,2001.0,0.30833333333333335,0.0,0.0,0.0
1128,AMD Sempron 3000+,CPU,2004-11-23,90.0,25.0,148.0,63.0,1800.0,Unknown,AMD,0.0,0.0,0.0,low<30,2004.0,0.42567567567567566,0.0,0.0,0.0
1129,Intel Xeon E5-2637 v2,CPU,2013-09-01,22.0,130.0,160.0,1400.0,3500.0,Intel,Intel,0.0,0.0,0.0,high <200,2013.0,8.75,0.0,0.0,0.0
1130,Intel Core i5-9500,CPU,2018-10-19,14.0,65.0,148.0,624.0,3000.0,Intel,Intel,0.0,0.0,0.0,medium <100,2018.0,4.216216216216216,0.0,0.0,0.0
1131,Intel Xeon Silver 4316,CPU,2021-04-06,10.0,150.0,148.0,624.0,2300.0,Intel,Intel,0.0,0.0,0.0,high <200,2021.0,4.216216216216216,0.0,0.0,0.0
1132,Intel Xeon E7-4850 v3,CPU,2015-06-01,22.0,115.0,160.0,1400.0,2200.0,Intel,Intel,0.0,0.0,0.0,high <200,2015.0,8.75,0.0,0.0,0.0
1133,Intel Core i3-8000,CPU,2018-09-01,14.0,65.0,148.0,624.0,3600.0,Intel,Intel,0.0,0.0,0.0,medium <100,2018.0,4.216216216216216,0.0,0.0,0.0
1134,Intel Pentium G3420,CPU,2013-09-01,22.0,54.0,177.0,1400.0,3200.0,Intel,Intel,0.0,0.0,0.0,medium <100,2013.0,7.909604519774011,0.0,0.0,0.0
1135,Intel Pentium G4560,CPU,2017-01-03,14.0,51.0,148.0,624.0,3500.0,Intel,Intel,0.0,0.0,0.0,medium <100,2017.0,4.216216216216216,0.0,0.0,0.0
1136,Intel Core i5-4590,CPU,2014-05-01,22.0,84.0,177.0,1400.0,3300.0,Intel,Intel,0.0,0.0,0.0,medium <100,2014.0,7.909604519774011,0.0,0.0,0.0
1137,Intel Xeon 5120,CPU,2006-06-26,65.0,65.0,148.0,624.0,1866.0,Intel,Intel,0.0,0.0,0.0,medium <100,2006.0,4.216216216216216,0.0,0.0,0.0
1138,AMD Athlon 64 3400+,CPU,2004-01-06,130.0,89.0,193.0,105.0,2200.0,Unknown,AMD,0.0,0.0,0.0,medium <100,2004.0,0.5440414507772021,0.0,0.0,0.0
1139,Intel Pentium Gold G6400,CPU,2020-04-30,14.0,58.0,148.0,624.0,4000.0,Intel,Intel,0.0,0.0,0.0,medium <100,2020.0,4.216216216216216,0.0,0.0,0.0
1140,Intel Xeon E5-2630 v2,CPU,2013-09-01,22.0,80.0,160.0,1400.0,2600.0,Intel,Intel,0.0,0.0,0.0,medium <100,2013.0,8.75,0.0,0.0,0.0
1141,Intel Core 2 Duo E8190,CPU,2008-01-01,45.0,65.0,104.0,410.0,2667.0,Intel,Intel,0.0,0.0,0.0,medium <100,2008.0,3.9423076923076925,0.0,0.0,0.0
1142,Intel Pentium G640T,CPU,2012-06-03,32.0,35.0,131.0,504.0,2400.0,Intel,Intel,0.0,0.0,0.0,medium <100,2012.0,3.8473282442748094,0.0,0.0,0.0
1143,Intel Core 2 Solo ULV SU3500,CPU,2009-03-29,45.0,5.0,107.0,410.0,1400.0,Intel,Intel,0.0,0.0,0.0,low<30,2009.0,3.8317757009345796,0.0,0.0,0.0
1144,AMD Athlon Gold 3150GE,CPU,2020-07-21,12.0,35.0,148.0,624.0,3500.0,GF,AMD,0.0,0.0,0.0,medium <100,2020.0,4.216216216216216,0.0,0.0,0.0
1145,AMD Athlon 220GE,CPU,2018-06-01,14.0,35.0,192.0,4800.0,3400.0,Unknown,AMD,0.0,0.0,0.0,medium <100,2018.0,25.0,0.0,0.0,0.0
1146,Intel Core i7-8705G,CPU,2018-02-01,14.0,65.0,148.0,624.0,3100.0,Intel,Intel,0.0,0.0,0.0,medium <100,2018.0,4.216216216216216,0.0,0.0,0.0
1147,AMD Sempron 2600+,CPU,2001-01-01,130.0,25.0,144.0,69.0,1600.0,Unknown,AMD,0.0,0.0,0.0,low<30,2001.0,0.4791666666666667,0.0,0.0,0.0
1148,AMD Athlon II X3 425,CPU,2009-10-20,45.0,95.0,169.0,300.0,2700.0,Unknown,AMD,0.0,0.0,0.0,medium <100,2009.0,1.7751479289940828,0.0,0.0,0.0
1149,Intel Core i5-6600K,CPU,2015-07-02,14.0,95.0,148.0,624.0,3500.0,Intel,Intel,0.0,0.0,0.0,medium <100,2015.0,4.216216216216216,0.0,0.0,0.0
1150,AMD Athlon 64 4000+ (F3),CPU,2007-02-20,90.0,59.0,1.0,154.0,2600.0,Unknown,AMD,0.0,0.0,0.0,medium <100,2007.0,154.0,0.0,0.0,0.0
1151,Intel Xeon 5063,CPU,2006-05-23,65.0,95.0,148.0,624.0,3200.0,Intel,Intel,0.0,0.0,0.0,medium <100,2006.0,4.216216216216216,0.0,0.0,0.0
1152,AMD Sempron LE-1250,CPU,2007-10-08,65.0,45.0,148.0,624.0,2200.0,Unknown,AMD,0.0,0.0,0.0,medium <100,2007.0,4.216216216216216,0.0,0.0,0.0
1153,Intel Xeon 3.4,CPU,2004-06-28,90.0,135.0,135.0,155.0,3400.0,Intel,Intel,0.0,0.0,0.0,high <200,2004.0,1.1481481481481481,0.0,0.0,0.0
1154,Intel Celeron N2840,CPU,2014-05-22,22.0,7.0,148.0,624.0,2160.0,Intel,Intel,0.0,0.0,0.0,low<30,2014.0,4.216216216216216,0.0,0.0,0.0
1155,Intel Celeron G5920,CPU,2020-04-30,14.0,58.0,148.0,624.0,3500.0,Intel,Intel,0.0,0.0,0.0,medium <100,2020.0,4.216216216216216,0.0,0.0,0.0
1156,AMD Athlon II X3 445,CPU,2010-05-11,45.0,95.0,169.0,300.0,3100.0,Unknown,AMD,0.0,0.0,0.0,medium <100,2010.0,1.7751479289940828,0.0,0.0,0.0
1157,Intel Pentium Gold G6500,CPU,2020-04-30,14.0,58.0,148.0,624.0,4100.0,Intel,Intel,0.0,0.0,0.0,medium <100,2020.0,4.216216216216216,0.0,0.0,0.0
1158,AMD Ryzen 3 3200G,CPU,2019-07-07,12.0,65.0,210.0,49.0,3600.0,GF,AMD,0.0,0.0,0.0,medium <100,2019.0,0.23333333333333334,0.0,0.0,0.0
1159,AMD Opteron 146,CPU,2005-08-02,90.0,67.0,148.0,106.0,2000.0,Unknown,AMD,0.0,0.0,0.0,medium <100,2005.0,0.7162162162162162,0.0,0.0,0.0
1160,AMD A8-7680,CPU,2018-10-26,28.0,45.0,246.0,1178.0,3500.0,Unknown,AMD,0.0,0.0,0.0,medium <100,2018.0,4.788617886178862,0.0,0.0,0.0
1161,AMD Ryzen Threadripper 1900,CPU,2017-08-31,14.0,125.0,213.0,9600.0,3100.0,GF,AMD,0.0,0.0,0.0,high <200,2017.0,45.070422535211264,0.0,0.0,0.0
1162,AMD Ryzen 7 2800H,CPU,2018-05-30,14.0,15.0,246.0,624.0,3400.0,GF,AMD,0.0,0.0,0.0,low<30,2018.0,2.5365853658536586,0.0,0.0,0.0
1163,AMD Athlon 64 X2 3800+ EE SFF,CPU,2006-05-23,90.0,35.0,220.0,154.0,2000.0,Unknown,AMD,0.0,0.0,0.0,medium <100,2006.0,0.7,0.0,0.0,0.0
1164,Intel Core i5-10210Y,CPU,2019-08-21,14.0,9.0,148.0,624.0,1000.0,Intel,Intel,0.0,0.0,0.0,low<30,2019.0,4.216216216216216,0.0,0.0,0.0
1165,AMD Ryzen 5 2500U,CPU,2017-10-26,14.0,15.0,246.0,624.0,2000.0,GF,AMD,0.0,0.0,0.0,low<30,2017.0,2.5365853658536586,0.0,0.0,0.0
1166,Intel Core i3-10300,CPU,2020-04-30,14.0,62.0,148.0,624.0,3700.0,Intel,Intel,0.0,0.0,0.0,medium <100,2020.0,4.216216216216216,0.0,0.0,0.0
1167,AMD Opteron 248,CPU,2004-12-01,90.0,85.0,148.0,106.0,2200.0,Unknown,AMD,0.0,0.0,0.0,medium <100,2004.0,0.7162162162162162,0.0,0.0,0.0
1168,AMD Opteron X2 275,CPU,2005-05-31,90.0,95.0,148.0,233.0,2200.0,Unknown,AMD,0.0,0.0,0.0,medium <100,2005.0,1.5743243243243243,0.0,0.0,0.0
1169,Intel Xeon E5-4607,CPU,2012-05-14,32.0,95.0,435.0,2270.0,2200.0,Intel,Intel,0.0,0.0,0.0,medium <100,2012.0,5.218390804597701,0.0,0.0,0.0
1170,Intel Core 2 Duo T7800,CPU,2007-09-27,65.0,35.0,143.0,293.0,2600.0,Intel,Intel,0.0,0.0,0.0,medium <100,2007.0,2.0489510489510487,0.0,0.0,0.0
1171,AMD Opteron 844,CPU,2003-06-30,130.0,85.0,193.0,106.0,1800.0,Unknown,AMD,0.0,0.0,0.0,medium <100,2003.0,0.5492227979274611,0.0,0.0,0.0
1172,Intel Pentium M 1.70,CPU,2003-06-02,130.0,24.0,100.0,77.0,1700.0,Intel,Intel,0.0,0.0,0.0,low<30,2003.0,0.77,0.0,0.0,0.0
1173,Intel Xeon E7-8870 v3,CPU,2015-06-01,22.0,140.0,160.0,1400.0,2100.0,Intel,Intel,0.0,0.0,0.0,high <200,2015.0,8.75,0.0,0.0,0.0
1174,AMD Athlon II X3 400e,CPU,2009-10-20,45.0,45.0,169.0,300.0,2200.0,Unknown,AMD,0.0,0.0,0.0,medium <100,2009.0,1.7751479289940828,0.0,0.0,0.0
1175,Intel Core i5-10310Y,CPU,2019-08-21,14.0,9.0,148.0,624.0,1100.0,Intel,Intel,0.0,0.0,0.0,low<30,2019.0,4.216216216216216,0.0,0.0,0.0
1176,AMD Opteron X2 885,CPU,2006-03-06,90.0,95.0,148.0,233.0,2600.0,Unknown,AMD,0.0,0.0,0.0,medium <100,2006.0,1.5743243243243243,0.0,0.0,0.0
1177,Intel Pentium E5300,CPU,2008-11-30,45.0,65.0,82.0,228.0,2600.0,Intel,Intel,0.0,0.0,0.0,medium <100,2008.0,2.7804878048780486,0.0,0.0,0.0
1178,AMD Opteron 840,CPU,2003-09-09,130.0,82.0,193.0,106.0,1400.0,Unknown,AMD,0.0,0.0,0.0,medium <100,2003.0,0.5492227979274611,0.0,0.0,0.0
